path,status,inRepo,repoSource,liveTitle,repoTitle,titleMatch,titleLen,liveDesc,repoDesc,descMatch,descLen,liveCanonical,repoCanonical,liveOgImage,repoOgImage,liveH1Count,liveH1,repoH1,h1Match,liveH2Count,liveH2,contentCoveragePct,h2MissingFromRepo,liveWords,liveImgs,liveImgNoAlt,liveSchema,liveTtfbMs,liveHtmlKB,liveLinksInternal,redirected,finalUrl,metaRobots
/109-west-122nd-street,200,false,,109 West 122nd Street | Montfort Real Estate,,,44,"South Harlem 2-family Queen Anne brownstone in Mount Morris Park Historic District. 4 stories, unused FAR, original details, development potential.",,,147,https://montfortre.com/109-west-122nd-street/,,https://assets.agentfire3.com/uploads/sites/312/2025/03/DSC9700-1024x683.fit.jpg,,1,109 West 122nd Street,,,2,About this property || Want to take a tour of this property?,,,4083,21,1,Organization|BreadcrumbList|RealEstateAgent|Product,551,119.1,83,false,https://montfortre.com/109-west-122nd-street/,
/111-central-park-north-17abc,200,false,,111 Central Park North #17ABC | Montfort Real Estate,,,52,"Full-floor luxury condo at 111 Central Park North with private elevator, 5,400 sq ft, 360° Central Park views, 6 bedrooms, white-glove services.",,,144,https://montfortre.com/111-central-park-north-17abc/,,https://assets.agentfire3.com/uploads/sites/312/2024/08/111-Central-Park-North-17ABC.png,,1,111 Central Park North #17ABC,,,2,About this property || Want to take a tour of this property?,,,3934,22,1,Organization|BreadcrumbList|RealEstateAgent|Product,514,116.5,84,false,https://montfortre.com/111-central-park-north-17abc/,
/111-west-67th-street-26a,200,false,,111 West 67th Street #26A | Montfort Real Estate,,,48,"Lincoln Square condo at Park Millennium with Central Park views, 4 bedrooms and luxury amenities on the Upper West Side.",,,120,https://montfortre.com/111-west-67th-street-26a/,,https://assets.agentfire3.com/uploads/sites/312/2024/08/111-West-67th-Street-26A.png,,1,111 West 67th Street #26A,,,2,About this property || Want to take a tour of this property?,,,3995,26,1,Organization|BreadcrumbList|RealEstateAgent|Product,878,118.9,84,false,https://montfortre.com/111-west-67th-street-26a/,
/1831-madison-avenue-4g,200,false,,1831 Madison Avenue #4G | Montfort Real Estate,,,46,2BR/2BA HDFC co-op for sale in Harlem across from Marcus Garvey Park. Bright Madison Avenue apartment with building amenities and excellent transportation access.,,,162,https://montfortre.com/1831-madison-avenue-4g/,,,,1,1831 Madison Avenue #4G,,,2,About this property || Want to take a tour of this property?,,,4086,25,1,Organization|BreadcrumbList|RealEstateAgent|Product,416,119.6,84,false,https://montfortre.com/1831-madison-avenue-4g/,
/2040-madison-avenue-4,200,false,,2040 Madison Avenue | Montfort Real Estate,,,42,Gut-renovated Harlem brownstone on Madison Avenue with owner triplex and garden apartment near major subway lines and Central Harlem amenities.,,,143,https://montfortre.com/2040-madison-avenue-4/,,https://assets.agentfire3.com/uploads/sites/312/2024/09/1-2040-Madison-Ave-1024x683.fit.jpg,,1,2040 Madison Avenue,,,2,About this property || Want to take a tour of this property?,,,4200,34,1,Organization|BreadcrumbList|RealEstateAgent|Product,809,127.7,84,false,https://montfortre.com/2040-madison-avenue-4/,
/2150-broadway-8d,200,false,,2150 Broadway #8D | Montfort Real Estate,,,40,"Harlem brownstone for sale on Madison Avenue, gut-renovated with owner triplex and garden apartment near Central Harlem parks, shops and subway lines.",,,150,https://montfortre.com/2150-broadway-8d/,,https://assets.agentfire3.com/uploads/sites/312/2024/08/2150-Broadway-8D.png,,1,2150 Broadway #8D,,,2,About this property || Want to take a tour of this property?,,,4224,24,1,Organization|BreadcrumbList|RealEstateAgent|Product,836,120.9,84,false,https://montfortre.com/2150-broadway-8d/,
/301-west-118th-street-10g,200,false,,301 West 118th Street #10G | Montfort Real Estate,,,49,Harlem 3-bedroom condo with private terrace at SOHA118 near Morningside Park. Bright corner residence with modern finishes and luxury amenities.,,,144,https://montfortre.com/301-west-118th-street-10g/,,https://assets.agentfire3.com/uploads/sites/312/2024/08/301-West-118th-Street-10G.png,,1,301 West 118th Street #10G,,,2,About this property || Want to take a tour of this property?,,,4040,29,1,Organization|BreadcrumbList|RealEstateAgent|Product,842,120.4,84,false,https://montfortre.com/301-west-118th-street-10g/,
/313-west-143rd-street-2a,200,false,,313 West 143rd Street #2A | Montfort Real Estate,,,48,"Harlem 3-bedroom condo with 1,600 sq ft, bright corner layout and oversized windows near A/B/C/D trains at 145th Street. Move-in ready.",,,135,https://montfortre.com/313-west-143rd-street-2a/,,https://assets.agentfire3.com/uploads/sites/312/2025/10/Photo-1-Livingroom-313-West-143rd-St-2A-1024x683.fit.jpg,,1,313 West 143rd Street #2A,,,2,About this property || Want to take a tour of this property?,,,3893,17,1,Organization|BreadcrumbList|RealEstateAgent|Product,830,114.8,82,false,https://montfortre.com/313-west-143rd-street-2a/,
/36-hamilton-terrace,200,false,,36 Hamilton Terrace | Montfort Real Estate,,,42,"Hamilton Terrace townhouse in Harlem with 6 bedrooms, elevator and roof deck. Renovated 20-ft wide home with outdoor space and historic charm.",,,142,https://montfortre.com/36-hamilton-terrace/,,https://assets.agentfire3.com/uploads/sites/312/2022/01/1-6.png,,1,36 Hamilton Terrace,,,2,About this property || Want to take a tour of this property?,,,3838,49,1,Organization|BreadcrumbList|RealEstateAgent|Product,852,126.4,84,false,https://montfortre.com/36-hamilton-terrace/,
/420-west-144th-street,200,false,,420 West 144th Street | Montfort Real Estate,,,44,"Hamilton Heights Historic District townhouse in Harlem with 4 bedrooms, terraces and garden. Elegant 1897 home with luxury finishes and classic charm.",,,150,https://montfortre.com/420-west-144th-street/,,https://assets.agentfire3.com/uploads/sites/312/2024/09/1-420-W-144th-St-1024x683.fit.jpg,,1,420 West 144th Street,,,2,About this property || Want to take a tour of this property?,,,4110,39,1,Organization|BreadcrumbList|RealEstateAgent|Product,847,128.7,84,false,https://montfortre.com/420-west-144th-street/,
/470-columbus-avenue-ph2,200,false,,470 Columbus Avenue #PH2 | Montfort Real Estate,,,47,Upper West Side penthouse with 4 bedrooms and private roof terrace near Central Park. Luxury duplex with expansive outdoor space and skyline views,,,146,https://montfortre.com/470-columbus-avenue-ph2/,,https://assets.agentfire3.com/uploads/sites/312/2024/08/470-Columbus-Avenue-PH2.png,,1,470 Columbus Avenue #PH2,,,2,About this property || Want to take a tour of this property?,,,4316,35,1,Organization|BreadcrumbList|RealEstateAgent|Product,941,126.3,84,false,https://montfortre.com/470-columbus-avenue-ph2/,
/542-cathedral-parkway,200,false,,542 Cathedral Parkway | Montfort Real Estate,,,44,Morningside Heights mixed-use building with free-market units and air rights. Expansion opportunity near Columbia University and Riverside Park.,,,144,https://montfortre.com/542-cathedral-parkway/,,https://assets.agentfire3.com/uploads/sites/312/2024/09/1-542-Catherdral-Parkway-1024x683.fit.jpg,,1,542 Cathedral Parkway,,,2,About this property || Want to take a tour of this property?,,,4042,30,1,Organization|BreadcrumbList|RealEstateAgent|Product,1068,122.6,83,false,https://montfortre.com/542-cathedral-parkway/,
/544-west-148th-street,200,false,,544 West 148th Street | Montfort Real Estate,,,44,"Hamilton Heights townhouse in Harlem with 6 bedrooms, smart home features and 2-family layout. Renovated luxury home with outdoor space.",,,136,https://montfortre.com/544-west-148th-street/,,https://assets.agentfire3.com/uploads/sites/312/2024/09/1-544-West-148th-Street-1024x683.fit.jpg,,1,544 West 148th Street,,,2,About this property || Want to take a tour of this property?,,,3914,54,1,Organization|BreadcrumbList|RealEstateAgent|Product,491,132.8,84,false,https://montfortre.com/544-west-148th-street/,
/554-west-142nd-street,200,false,,554 West 142nd Street | Montfort Real Estate,,,44,Hamilton Heights 3-family brownstone in Harlem with garden and renovated units. Ideal income property or live/work townhouse.,,,125,https://montfortre.com/554-west-142nd-street/,,,,1,554 West 142nd Street,,,2,About this property || Want to take a tour of this property?,,,4094,32,1,Organization|BreadcrumbList|RealEstateAgent|Product,557,124.9,84,false,https://montfortre.com/554-west-142nd-street/,
/607-west-146th-street-2,200,false,,607 West 146th Street | Montfort Real Estate,,,44,Hamilton Heights brownstone near Riverside Drive with owner triplex and garden apartment. Renovated 2-family townhouse with private garden.,,,139,https://montfortre.com/607-west-146th-street-2/,,https://assets.agentfire3.com/uploads/sites/312/2025/03/1607W146-1024x683.fit.jpg,,1,607 West 146th Street,,,2,About this property || Want to take a tour of this property?,,,4064,29,1,Organization|BreadcrumbList|RealEstateAgent|Product,926,122.7,83,false,https://montfortre.com/607-west-146th-street-2/,
/76-west-105th-street-ph,200,false,,76 West 105th Street #PH | Montfort Real Estate,,,47,Upper West Side penthouse near Central Park with 4 bedrooms and private roof deck. Luxury new construction with elevator and terrace.,,,133,https://montfortre.com/76-west-105th-street-ph/,,https://assets.agentfire3.com/uploads/sites/312/2024/09/1-2.jpg,,1,76 West 105th Street #PH,,,2,About this property || Want to take a tour of this property?,,,4074,29,1,Organization|BreadcrumbList|RealEstateAgent|Product,685,122,84,false,https://montfortre.com/76-west-105th-street-ph/,
/76-west-105th-street-thn,200,false,,76 West 105th Street #THN | Montfort Real Estate,,,48,"Upper West Side townhouse near Central Park with 4 bedrooms, private patio and elevator. Luxury new construction with modern design.",,,132,https://montfortre.com/76-west-105th-street-thn/,,https://assets.agentfire3.com/uploads/sites/312/2024/09/1.png,,1,76 West 105th Street #THN,,,2,About this property || Want to take a tour of this property?,,,4128,28,1,Organization|BreadcrumbList|RealEstateAgent|Product,417,122.3,84,false,https://montfortre.com/76-west-105th-street-thn/,
/blog,200,true,route,Blog | Montfort Real Estate,Blog | Montfort Real Estate,true,27,"Explore real estate insights, market trends and expert guides on buying, selling and investing in New York City property.","Explore real estate insights, market trends and expert guides on buying, selling and investing in New York City property.",true,121,https://montfortre.com/blog/,https://montfortre.com/blog/,,https://montfortre.com/og-home.jpg,1,Local News & Advice,News &amp; realtor advice for NYC buyers and sellers,false,0,,,,5083,60,1,Organization|BreadcrumbList|RealEstateAgent|WebPage,650,144.7,243,false,https://montfortre.com/blog/,
/bronx-neighborhoods,200,false,,Bronx Neighborhoods | Montfort Real Estate,,,42,"Explore New York City neighborhoods and discover real estate opportunities across Manhattan, Harlem and the Upper West Side.",,,124,https://montfortre.com/bronx-neighborhoods/,,,,1,Bronx Neighborhoods,,,4,Property Search || Explore the entire area of Bronx || Bronx Neighborhoods || Services That We Offer,,,5415,8,1,Organization|BreadcrumbList|RealEstateAgent|WebPage,630,109.2,86,false,https://montfortre.com/bronx-neighborhoods/,
/brooklyn-neighborhoods,200,false,,Brooklyn Neighborhoods | Montfort Real Estate,,,45,"Explore Brooklyn neighborhoods and discover homes, townhouses and real estate opportunities across New York City’s most dynamic borough.",,,136,https://montfortre.com/brooklyn-neighborhoods/,,,,1,Brooklyn Neighborhoods,,,4,Property Search || Explore the entire area of Brooklyn || Brooklyn Neighborhoods || Services That We Offer,,,5467,8,1,Organization|BreadcrumbList|RealEstateAgent|WebPage,1837,117.7,104,false,https://montfortre.com/brooklyn-neighborhoods/,
/current-listings,200,true,route,Current Listings | Montfort Real Estate,Current Listings | Montfort Real Estate,true,39,"Browse current real estate listings in New York City, including townhouses, condos and investment properties in Harlem and Manhattan.","Browse Montfort Real Estate’s current Harlem and Manhattan listings — townhouses, condos, and co-ops selected by Stanley Montfort.",false,133,https://montfortre.com/current-listings/,https://montfortre.com/current-listings/,,https://montfortre.com/og-home.jpg,0,,Current Listings,,0,,,,4831,5,1,Organization|BreadcrumbList|RealEstateAgent|WebPage,531,114.3,79,false,https://montfortre.com/current-listings/,
/harlem-condos-for-sale,200,false,,Harlem Condos For Sale | Montfort Real Estate,,,45,"Browse condos for sale in New York City, including Harlem and Manhattan listings with modern amenities and prime locations.",,,123,https://montfortre.com/harlem-condos-for-sale/,,https://assets.agentfire3.com/uploads/sites/312/2022/08/BedStuy-New-York-NYC-Brownstone.png,,1,Scroll down to see exclusive Harlem Condos for Sale,,,0,,,,1501,2,1,Organization|BreadcrumbList|RealEstateAgent|WebPage,529,59.7,58,false,https://montfortre.com/harlem-condos-for-sale/,
/470-columbus-avenue-garden,200,false,,470 Columbus Avenue #GARDEN | Montfort Real Estate,,,50,Upper West Side condo with private garden terrace and 4 bedrooms. Luxury sustainable residence at Charlotte near Central Park.,,,126,https://montfortre.com/470-columbus-avenue-garden/,,https://assets.agentfire3.com/uploads/sites/312/2024/08/470-Columbus-Avenue-GARDEN.png,,1,470 Columbus Avenue #GARDEN,,,2,About this property || Want to take a tour of this property?,,,4298,32,1,Organization|BreadcrumbList|RealEstateAgent|Product,499,124.9,84,false,https://montfortre.com/470-columbus-avenue-garden/,
/meet-the-team,200,false,,Meet The Team | Montfort Real Estate,,,36,"Meet the Montfort Real Estate team, experienced professionals dedicated to helping you buy, sell and invest in New York City real estate.",,,137,https://montfortre.com/meet-the-team/,,,,1,Meet Our Team,,,1,Stanley Montfort,,,3619,10,1,Organization|BreadcrumbList|RealEstateAgent|WebPage,660,89.8,113,false,https://montfortre.com/meet-the-team/,
/nyc-brownstones-with-roof-deck,200,false,,NYC Brownstones with Roof Deck - Montfort Real Estate,,,53,Looking for a brownstone or townhouse with roof deck in NYC? Explore exclusive listings across Harlem and Manhattan with premium outdoor space.,,,143,https://montfortre.com/nyc-brownstones-with-roof-deck/,,,,1,Looking For An Exclusive Brownstone Or Townhouse with roof deck?,,,1,Receive exclusive access to off-market and on-market brownstones with roof deck while there's still inventory.,,,3318,2,1,Organization|BreadcrumbList|RealEstateAgent|WebPage,661,100.7,57,false,https://montfortre.com/nyc-brownstones-with-roof-deck/,
/helpful-guides,200,false,,Helpful Guides | Montfort Real Estate,,,37,"Learn how to buy real estate like a pro in New York City with expert tips, strategies and guidance for making smart property decisions.",,,135,https://montfortre.com/helpful-guides/,,,,1,What would you like to know?,,,6,I want to learn how to buy like a pro! || Free Buyer's Guide || Comprehensive Real EstateBuyer's Guide || I want to sell & upsize into a bigger home! || Free Seller's Guide || Comprehensive Real EstateSeller's Guide,,,4949,11,1,Organization|BreadcrumbList|RealEstateAgent|WebPage,663,106.3,78,false,https://montfortre.com/helpful-guides/,
/investment-criteria,200,false,,Investment Criteria | Montfort Real Estate,,,42,"Investment criteria focused on underperforming assets and opportunistic real estate deals, unlocking value through strategy and market expertise.",,,145,https://montfortre.com/investment-criteria/,,,,1,Investment Criteria,,,1,Multifamilies & Non-performing Loans,,,4650,5,1,Organization|BreadcrumbList|RealEstateAgent|WebPage,744,95.6,78,false,https://montfortre.com/investment-criteria/,
/manhattan-neighborhoods,200,false,,Manhattan Neighborhoods | Montfort Real Estate,,,46,"Explore Manhattan neighborhoods with area guides, listings, market trends and insights to help you find the perfect place to call home.",,,135,https://montfortre.com/manhattan-neighborhoods/,,,,1,Manhattan Neighborhoods,,,4,Property Search || Explore the entire area of Manhattan || Manhattan Neighborhoods || Services That We Offer,,,5570,8,1,Organization|BreadcrumbList|RealEstateAgent|WebPage,832,121.9,112,false,https://montfortre.com/manhattan-neighborhoods/,
/newsletter,200,false,,Newsletter | Montfort Real Estate,,,33,"Stay updated on new listings, market trends and real estate opportunities in your area. Subscribe to our NYC real estate newsletter",,,131,https://montfortre.com/newsletter/,,,,1,Find out what is happening in [area name] this [month]!,,,2,[Month's] Market Report Is Here 🎉 || Featured Listings,,,3509,3,1,Organization|BreadcrumbList|RealEstateAgent|WebPage,422,82.9,26,false,https://montfortre.com/newsletter/,
/queens-neighborhoods,200,false,,Queens Neighborhoods | Montfort Real Estate,,,43,"Explore Queens neighborhoods with area guides, listings, market trends and insights to help you find the perfect home in New York City.",,,135,https://montfortre.com/queens-neighborhoods/,,,,1,Queens Neighborhoods,,,4,Property Search || Explore the entire area of Queens || Queens Neighborhoods || Services That We Offer,,,5426,8,1,Organization|BreadcrumbList|RealEstateAgent|WebPage,698,109,85,false,https://montfortre.com/queens-neighborhoods/,
/sitemap,200,true,route,Sitemap | Montfort Real Estate,Sitemap | Montfort Real Estate,true,30,"Browse the sitemap of Montfort Real Estate to explore all pages, listings, neighborhoods and resources across New York City real estate.","Browse the sitemap of Montfort Real Estate to explore all pages, listings, neighborhoods and resources across New York City real estate.",true,136,https://montfortre.com/sitemap/,https://montfortre.com/sitemap/,,https://montfortre.com/og-home.jpg,1,Sitemap,Sitemap,true,6,Pages || Our Listings || Featured Upper West Side & Harlem Homes For Sale || Our Team || Posts by category || IDX Pages,50,Our Listings || Featured Upper West Side & Harlem Homes For Sale || Posts by category,4676,5,1,Organization|BreadcrumbList|RealEstateAgent|WebPage,653,125.1,406,false,https://montfortre.com/sitemap/,
/thank-you,200,false,,Thank you | Montfort Real Estate,,,32,Thank you for your submission. A member of our team will contact you shortly to assist with your real estate needs in New York City.,,,132,https://montfortre.com/thank-you/,,,,1,Thank you!,,,0,,,,3442,5,1,Organization|BreadcrumbList|RealEstateAgent|WebPage,656,82.2,78,false,https://montfortre.com/thank-you/,
/the-definitive-guide-on-how-to-upsize-into-a-new-home,200,false,,The Definitive Guide On How To Upsize Into A New Home | Montfort Real Estate,,,76,"Learn how to upsize into a new home with expert tips on selling, buying and managing the transition to a larger property.",,,121,https://montfortre.com/the-definitive-guide-on-how-to-upsize-into-a-new-home/,,,,1,The Definitive Guide On How To Upsize Into A New Home,,,8,"Do you NEED to upsize or do you WANT to upsize? || What to look for in a larger home? || Find an Agent || Determine how much home you can afford || Should you buy your new home first, or sell your old home first? || Prepare your home to sell || Be prepared to take action || In Conclusion",,,6258,12,1,Organization|BreadcrumbList|RealEstateAgent|Article,755,109.4,79,false,https://montfortre.com/the-definitive-guide-on-how-to-upsize-into-a-new-home/,
/the-essential-guide-on-how-to-buy-like-a-pro,200,false,,The Essential Guide On How To Buy Like A Pro | Montfort Real Estate,,,67,"Learn how to buy real estate like a pro with expert tips on finding deals, negotiating and securing the best properties in your market.",,,135,https://montfortre.com/the-essential-guide-on-how-to-buy-like-a-pro/,,,,1,The Essential Guide On How To Buy Like A Pro,,,12,Leverage the Power of the Internet || Find The Right Lender and Mortgage For You || Be the first (or last) to make an offer || Ask the Seller to pay closing costs || Shop during the slow season || Look into bank-foreclosed properties || Drive for dollars || Look into new and pre-construction developments || Look into tax-delinquent homes || Get in touch with real estate wholesalers || Hire an Amazing Real Estate Agent! || In Conclusion,,,6525,16,1,Organization|BreadcrumbList|RealEstateAgent|Article,767,116.4,79,false,https://montfortre.com/the-essential-guide-on-how-to-buy-like-a-pro/,
/14-west-121st-street,200,false,,14 West 121st Street | Montfort Real Estate,,,43,14 West 121st Street stands 20 feet wide and extends 55 feet deep on one of the most sought-after blocks in the Mt Morris Park Historic District in Harlem.,,,155,https://montfortre.com/14-west-121st-street/,,https://assets.agentfire3.com/uploads/sites/312/2025/10/Listing-Photo-9h-14-West-121st-St-1-1-683x1024.fit.jpg,,1,14 West 121st Street,,,2,About this property || Want to take a tour of this property?,,,3972,27,1,Organization|BreadcrumbList|RealEstateAgent|Product,359,120.3,82,false,https://montfortre.com/14-west-121st-street/,
/481-west-145th-street,200,false,,481 West 145th Street | Montfort Real Estate,,,44,"Hamilton Heights 3-family townhouse with owner duplex, rental units, parking and air rights. Renovated Harlem property with gardens.",,,132,https://montfortre.com/481-west-145th-street/,,https://assets.agentfire3.com/uploads/sites/312/2025/03/1481w145-1024x683.fit.jpg,,1,481 West 145th Street,,,2,About this property || Want to take a tour of this property?,,,3999,42,1,Organization|BreadcrumbList|RealEstateAgent|Product,637,125.6,83,false,https://montfortre.com/481-west-145th-street/,
/64-east-111th-street-806,200,false,,64 East 111th Street #806 | Montfort Real Estate,,,48,,,,0,https://montfortre.com/64-east-111th-street-806/,,https://assets.agentfire3.com/uploads/sites/312/2026/04/64-East-111th-Street-806-1024x679.fit.png,,1,64 East 111th Street #806,,,2,About this property || Want to take a tour of this property?,,,3999,29,1,Organization|BreadcrumbList|RealEstateAgent|Product,684,120.3,83,false,https://montfortre.com/64-east-111th-street-806/,
